col1,binaryttype,name,Lenticular,Elliptical,Spiral,path
2637,3,2687,0,1,0,Data/abraham_images/2687.jpg
2638,3,2688,0,1,0,Data/abraham_images/2688.jpg
2639,4,2689,0,0,1,Data/abraham_images/2689.jpg
2640,2,2690,1,0,0,Data/abraham_images/2690.jpg
2641,1,2691,1,0,0,Data/abraham_images/2691.jpg
2642,1,2692,1,0,0,Data/abraham_images/2692.jpg
2643,4,2693,0,0,1,Data/abraham_images/2693.jpg
2644,4,2694,0,0,1,Data/abraham_images/2694.jpg
2645,4,2695,0,0,1,Data/abraham_images/2695.jpg
2646,4,2696,0,0,1,Data/abraham_images/2696.jpg
2647,4,2697,0,0,1,Data/abraham_images/2697.jpg
2648,1,2698,1,0,0,Data/abraham_images/2698.jpg
2649,4,2699,0,0,1,Data/abraham_images/2699.jpg
2650,1,2700,1,0,0,Data/abraham_images/2700.jpg
2651,4,2701,0,0,1,Data/abraham_images/2701.jpg
2652,1,2702,1,0,0,Data/abraham_images/2702.jpg
2653,2,2703,1,0,0,Data/abraham_images/2703.jpg
2654,2,2704,1,0,0,Data/abraham_images/2704.jpg
2655,4,2705,0,0,1,Data/abraham_images/2705.jpg
2656,2,2706,1,0,0,Data/abraham_images/2706.jpg
2657,4,2707,0,0,1,Data/abraham_images/2707.jpg
2658,1,2708,1,0,0,Data/abraham_images/2708.jpg
2659,2,2709,1,0,0,Data/abraham_images/2709.jpg
2660,4,2710,0,0,1,Data/abraham_images/2710.jpg
2661,2,2711,1,0,0,Data/abraham_images/2711.jpg
2662,1,2712,1,0,0,Data/abraham_images/2712.jpg
2663,4,2713,0,0,1,Data/abraham_images/2713.jpg
2664,4,2714,0,0,1,Data/abraham_images/2714.jpg
2665,4,2715,0,0,1,Data/abraham_images/2715.jpg
2666,4,2716,0,0,1,Data/abraham_images/2716.jpg
2667,4,2717,0,0,1,Data/abraham_images/2717.jpg
2668,4,2718,0,0,1,Data/abraham_images/2718.jpg
2669,4,2719,0,0,1,Data/abraham_images/2719.jpg
2670,4,2720,0,0,1,Data/abraham_images/2720.jpg
2671,2,2721,1,0,0,Data/abraham_images/2721.jpg
2672,4,2722,0,0,1,Data/abraham_images/2722.jpg
2673,2,2723,1,0,0,Data/abraham_images/2723.jpg
2674,2,2724,1,0,0,Data/abraham_images/2724.jpg
2675,1,2726,1,0,0,Data/abraham_images/2726.jpg
2676,4,2727,0,0,1,Data/abraham_images/2727.jpg
2677,3,2728,0,1,0,Data/abraham_images/2728.jpg
2678,4,2729,0,0,1,Data/abraham_images/2729.jpg
2679,3,2730,0,1,0,Data/abraham_images/2730.jpg
2680,4,2731,0,0,1,Data/abraham_images/2731.jpg
2681,3,2732,0,1,0,Data/abraham_images/2732.jpg
2682,4,2733,0,0,1,Data/abraham_images/2733.jpg
2683,2,2734,1,0,0,Data/abraham_images/2734.jpg
2684,3,2735,0,1,0,Data/abraham_images/2735.jpg
2685,4,2736,0,0,1,Data/abraham_images/2736.jpg
2686,2,2737,1,0,0,Data/abraham_images/2737.jpg
2687,3,2738,0,1,0,Data/abraham_images/2738.jpg
2688,4,2739,0,0,1,Data/abraham_images/2739.jpg
2689,4,2740,0,0,1,Data/abraham_images/2740.jpg
2690,2,2741,1,0,0,Data/abraham_images/2741.jpg
2691,3,2742,0,1,0,Data/abraham_images/2742.jpg
2692,4,2743,0,0,1,Data/abraham_images/2743.jpg
2693,1,2744,1,0,0,Data/abraham_images/2744.jpg
2694,1,2745,1,0,0,Data/abraham_images/2745.jpg
2695,4,2746,0,0,1,Data/abraham_images/2746.jpg
2696,4,2747,0,0,1,Data/abraham_images/2747.jpg
2697,4,2748,0,0,1,Data/abraham_images/2748.jpg
2698,2,2749,1,0,0,Data/abraham_images/2749.jpg
2699,4,2750,0,0,1,Data/abraham_images/2750.jpg
2700,3,2751,0,1,0,Data/abraham_images/2751.jpg
2701,1,2752,1,0,0,Data/abraham_images/2752.jpg
2702,4,2753,0,0,1,Data/abraham_images/2753.jpg
2703,1,2754,1,0,0,Data/abraham_images/2754.jpg
2704,4,2756,0,0,1,Data/abraham_images/2756.jpg
2705,4,2757,0,0,1,Data/abraham_images/2757.jpg
2706,4,2758,0,0,1,Data/abraham_images/2758.jpg
2707,4,2759,0,0,1,Data/abraham_images/2759.jpg
2708,4,2761,0,0,1,Data/abraham_images/2761.jpg
2709,4,2762,0,0,1,Data/abraham_images/2762.jpg
2710,4,2763,0,0,1,Data/abraham_images/2763.jpg
2711,4,2764,0,0,1,Data/abraham_images/2764.jpg
2712,2,2765,1,0,0,Data/abraham_images/2765.jpg
2713,4,2766,0,0,1,Data/abraham_images/2766.jpg
2714,2,2767,1,0,0,Data/abraham_images/2767.jpg
2715,3,2768,0,1,0,Data/abraham_images/2768.jpg
2716,2,2769,1,0,0,Data/abraham_images/2769.jpg
2717,3,2770,0,1,0,Data/abraham_images/2770.jpg
2718,2,2771,1,0,0,Data/abraham_images/2771.jpg
2719,3,2772,0,1,0,Data/abraham_images/2772.jpg
2720,4,2773,0,0,1,Data/abraham_images/2773.jpg
2721,4,2774,0,0,1,Data/abraham_images/2774.jpg
2722,4,2775,0,0,1,Data/abraham_images/2775.jpg
2723,4,2776,0,0,1,Data/abraham_images/2776.jpg
2724,3,2777,0,1,0,Data/abraham_images/2777.jpg
2725,4,2778,0,0,1,Data/abraham_images/2778.jpg
2726,4,2779,0,0,1,Data/abraham_images/2779.jpg
2727,3,2780,0,1,0,Data/abraham_images/2780.jpg
2728,1,2781,1,0,0,Data/abraham_images/2781.jpg
2729,3,2782,0,1,0,Data/abraham_images/2782.jpg
2730,4,2783,0,0,1,Data/abraham_images/2783.jpg
2731,4,2784,0,0,1,Data/abraham_images/2784.jpg
2732,4,2785,0,0,1,Data/abraham_images/2785.jpg
2733,4,2786,0,0,1,Data/abraham_images/2786.jpg
2734,4,2788,0,0,1,Data/abraham_images/2788.jpg
2735,3,2789,0,1,0,Data/abraham_images/2789.jpg
2736,1,2790,1,0,0,Data/abraham_images/2790.jpg
2737,4,2791,0,0,1,Data/abraham_images/2791.jpg
2738,4,2792,0,0,1,Data/abraham_images/2792.jpg
2739,4,2793,0,0,1,Data/abraham_images/2793.jpg
2740,4,2794,0,0,1,Data/abraham_images/2794.jpg
2741,4,2795,0,0,1,Data/abraham_images/2795.jpg
2742,4,2796,0,0,1,Data/abraham_images/2796.jpg
2743,4,2797,0,0,1,Data/abraham_images/2797.jpg
2744,1,2798,1,0,0,Data/abraham_images/2798.jpg
2745,4,2799,0,0,1,Data/abraham_images/2799.jpg
2746,4,2800,0,0,1,Data/abraham_images/2800.jpg
2747,4,2801,0,0,1,Data/abraham_images/2801.jpg
2748,4,2802,0,0,1,Data/abraham_images/2802.jpg
2749,4,2803,0,0,1,Data/abraham_images/2803.jpg
2750,4,2804,0,0,1,Data/abraham_images/2804.jpg
2751,4,2805,0,0,1,Data/abraham_images/2805.jpg
2752,4,2806,0,0,1,Data/abraham_images/2806.jpg
2753,4,2807,0,0,1,Data/abraham_images/2807.jpg
2754,3,2808,0,1,0,Data/abraham_images/2808.jpg
2755,4,2809,0,0,1,Data/abraham_images/2809.jpg
2756,2,2810,1,0,0,Data/abraham_images/2810.jpg
2757,2,2811,1,0,0,Data/abraham_images/2811.jpg
2758,4,2812,0,0,1,Data/abraham_images/2812.jpg
2759,2,2813,1,0,0,Data/abraham_images/2813.jpg
2760,4,2814,0,0,1,Data/abraham_images/2814.jpg
2761,1,2815,1,0,0,Data/abraham_images/2815.jpg
2762,3,2816,0,1,0,Data/abraham_images/2816.jpg
2763,4,2817,0,0,1,Data/abraham_images/2817.jpg
2764,4,2818,0,0,1,Data/abraham_images/2818.jpg
2765,4,2819,0,0,1,Data/abraham_images/2819.jpg
2766,4,2820,0,0,1,Data/abraham_images/2820.jpg
2767,3,2821,0,1,0,Data/abraham_images/2821.jpg
2768,4,2822,0,0,1,Data/abraham_images/2822.jpg
2769,3,2824,0,1,0,Data/abraham_images/2824.jpg
2770,2,2825,1,0,0,Data/abraham_images/2825.jpg
2771,3,2826,0,1,0,Data/abraham_images/2826.jpg
2772,3,2827,0,1,0,Data/abraham_images/2827.jpg
2773,1,2828,1,0,0,Data/abraham_images/2828.jpg
2774,3,2829,0,1,0,Data/abraham_images/2829.jpg
2775,3,2830,0,1,0,Data/abraham_images/2830.jpg
2776,4,2831,0,0,1,Data/abraham_images/2831.jpg
2777,4,2832,0,0,1,Data/abraham_images/2832.jpg
2778,1,2833,1,0,0,Data/abraham_images/2833.jpg
2779,4,2834,0,0,1,Data/abraham_images/2834.jpg
2780,4,2835,0,0,1,Data/abraham_images/2835.jpg
2781,4,2836,0,0,1,Data/abraham_images/2836.jpg
2782,4,2837,0,0,1,Data/abraham_images/2837.jpg
2783,4,2838,0,0,1,Data/abraham_images/2838.jpg
2784,1,2839,1,0,0,Data/abraham_images/2839.jpg
2785,3,2840,0,1,0,Data/abraham_images/2840.jpg
2786,4,2841,0,0,1,Data/abraham_images/2841.jpg
2787,1,2842,1,0,0,Data/abraham_images/2842.jpg
2788,4,2843,0,0,1,Data/abraham_images/2843.jpg
2789,4,2844,0,0,1,Data/abraham_images/2844.jpg
2790,4,2845,0,0,1,Data/abraham_images/2845.jpg
2791,4,2846,0,0,1,Data/abraham_images/2846.jpg
2792,4,2847,0,0,1,Data/abraham_images/2847.jpg
2793,4,2848,0,0,1,Data/abraham_images/2848.jpg
2794,4,2849,0,0,1,Data/abraham_images/2849.jpg
2795,4,2850,0,0,1,Data/abraham_images/2850.jpg
2796,4,2851,0,0,1,Data/abraham_images/2851.jpg
2797,4,2852,0,0,1,Data/abraham_images/2852.jpg
2798,1,2853,1,0,0,Data/abraham_images/2853.jpg
2799,4,2854,0,0,1,Data/abraham_images/2854.jpg
2800,3,2855,0,1,0,Data/abraham_images/2855.jpg
2801,2,2856,1,0,0,Data/abraham_images/2856.jpg
2802,4,2857,0,0,1,Data/abraham_images/2857.jpg
2803,4,2858,0,0,1,Data/abraham_images/2858.jpg
2804,4,2859,0,0,1,Data/abraham_images/2859.jpg
2805,3,2860,0,1,0,Data/abraham_images/2860.jpg
2806,4,2861,0,0,1,Data/abraham_images/2861.jpg
2807,4,2862,0,0,1,Data/abraham_images/2862.jpg
2808,4,2863,0,0,1,Data/abraham_images/2863.jpg
2809,4,2864,0,0,1,Data/abraham_images/2864.jpg
2810,4,2865,0,0,1,Data/abraham_images/2865.jpg
2811,2,2866,1,0,0,Data/abraham_images/2866.jpg
2812,3,2867,0,1,0,Data/abraham_images/2867.jpg
2813,4,2868,0,0,1,Data/abraham_images/2868.jpg
2814,4,2869,0,0,1,Data/abraham_images/2869.jpg
2815,4,2870,0,0,1,Data/abraham_images/2870.jpg
2816,4,2871,0,0,1,Data/abraham_images/2871.jpg
2817,2,2872,1,0,0,Data/abraham_images/2872.jpg
2818,2,2873,1,0,0,Data/abraham_images/2873.jpg
2819,4,2874,0,0,1,Data/abraham_images/2874.jpg
2820,1,2875,1,0,0,Data/abraham_images/2875.jpg
2821,3,2876,0,1,0,Data/abraham_images/2876.jpg
2822,1,2877,1,0,0,Data/abraham_images/2877.jpg
2823,4,2878,0,0,1,Data/abraham_images/2878.jpg
2824,4,2879,0,0,1,Data/abraham_images/2879.jpg
2825,4,2880,0,0,1,Data/abraham_images/2880.jpg
2826,1,2881,1,0,0,Data/abraham_images/2881.jpg
2827,1,2882,1,0,0,Data/abraham_images/2882.jpg
2828,4,2883,0,0,1,Data/abraham_images/2883.jpg
2829,2,2885,1,0,0,Data/abraham_images/2885.jpg
2830,1,2886,1,0,0,Data/abraham_images/2886.jpg
2831,3,2887,0,1,0,Data/abraham_images/2887.jpg
2832,4,2888,0,0,1,Data/abraham_images/2888.jpg
2833,1,2889,1,0,0,Data/abraham_images/2889.jpg
2834,4,2890,0,0,1,Data/abraham_images/2890.jpg
2835,4,2891,0,0,1,Data/abraham_images/2891.jpg
2836,4,2892,0,0,1,Data/abraham_images/2892.jpg
2837,4,2893,0,0,1,Data/abraham_images/2893.jpg
2838,4,2894,0,0,1,Data/abraham_images/2894.jpg
2839,4,2896,0,0,1,Data/abraham_images/2896.jpg
2840,4,2897,0,0,1,Data/abraham_images/2897.jpg
2841,1,2898,1,0,0,Data/abraham_images/2898.jpg
2842,1,2899,1,0,0,Data/abraham_images/2899.jpg
2843,1,2900,1,0,0,Data/abraham_images/2900.jpg
2844,3,2901,0,1,0,Data/abraham_images/2901.jpg
2845,4,2902,0,0,1,Data/abraham_images/2902.jpg
2846,2,2903,1,0,0,Data/abraham_images/2903.jpg
2847,2,2904,1,0,0,Data/abraham_images/2904.jpg
2848,3,2905,0,1,0,Data/abraham_images/2905.jpg
2849,4,2906,0,0,1,Data/abraham_images/2906.jpg
2850,4,2907,0,0,1,Data/abraham_images/2907.jpg
2851,4,2908,0,0,1,Data/abraham_images/2908.jpg
2852,4,2909,0,0,1,Data/abraham_images/2909.jpg
2853,4,2910,0,0,1,Data/abraham_images/2910.jpg
2854,2,2911,1,0,0,Data/abraham_images/2911.jpg
2855,3,2912,0,1,0,Data/abraham_images/2912.jpg
2856,1,2913,1,0,0,Data/abraham_images/2913.jpg
2857,4,2914,0,0,1,Data/abraham_images/2914.jpg
2858,4,2915,0,0,1,Data/abraham_images/2915.jpg
2859,1,2916,1,0,0,Data/abraham_images/2916.jpg
2860,4,2917,0,0,1,Data/abraham_images/2917.jpg
2861,4,2918,0,0,1,Data/abraham_images/2918.jpg
2862,3,2919,0,1,0,Data/abraham_images/2919.jpg
2863,4,2920,0,0,1,Data/abraham_images/2920.jpg
2864,3,2921,0,1,0,Data/abraham_images/2921.jpg
2865,4,2922,0,0,1,Data/abraham_images/2922.jpg
2866,2,2923,1,0,0,Data/abraham_images/2923.jpg
2867,3,2924,0,1,0,Data/abraham_images/2924.jpg
2868,4,2925,0,0,1,Data/abraham_images/2925.jpg
2869,1,2927,1,0,0,Data/abraham_images/2927.jpg
2870,4,2928,0,0,1,Data/abraham_images/2928.jpg
2871,4,2929,0,0,1,Data/abraham_images/2929.jpg
2872,3,2930,0,1,0,Data/abraham_images/2930.jpg
2873,3,2931,0,1,0,Data/abraham_images/2931.jpg
2874,2,2932,1,0,0,Data/abraham_images/2932.jpg
2875,1,2933,1,0,0,Data/abraham_images/2933.jpg
2876,4,2934,0,0,1,Data/abraham_images/2934.jpg
2877,4,2935,0,0,1,Data/abraham_images/2935.jpg
2878,1,2936,1,0,0,Data/abraham_images/2936.jpg
2879,4,2937,0,0,1,Data/abraham_images/2937.jpg
2880,1,2938,1,0,0,Data/abraham_images/2938.jpg
2881,4,2939,0,0,1,Data/abraham_images/2939.jpg
2882,4,2940,0,0,1,Data/abraham_images/2940.jpg
2883,4,2941,0,0,1,Data/abraham_images/2941.jpg
2884,4,2942,0,0,1,Data/abraham_images/2942.jpg
2885,4,2943,0,0,1,Data/abraham_images/2943.jpg
2886,3,2944,0,1,0,Data/abraham_images/2944.jpg
2887,1,2945,1,0,0,Data/abraham_images/2945.jpg
2888,4,2946,0,0,1,Data/abraham_images/2946.jpg
2889,4,2947,0,0,1,Data/abraham_images/2947.jpg
2890,4,2948,0,0,1,Data/abraham_images/2948.jpg
2891,4,2949,0,0,1,Data/abraham_images/2949.jpg
2892,3,2950,0,1,0,Data/abraham_images/2950.jpg
2893,3,2951,0,1,0,Data/abraham_images/2951.jpg
2894,4,2952,0,0,1,Data/abraham_images/2952.jpg
2895,4,2953,0,0,1,Data/abraham_images/2953.jpg
2896,1,2954,1,0,0,Data/abraham_images/2954.jpg
2897,4,2955,0,0,1,Data/abraham_images/2955.jpg
2898,4,2956,0,0,1,Data/abraham_images/2956.jpg
2899,2,2957,1,0,0,Data/abraham_images/2957.jpg
2900,4,2958,0,0,1,Data/abraham_images/2958.jpg
2901,3,2959,0,1,0,Data/abraham_images/2959.jpg
2902,4,2960,0,0,1,Data/abraham_images/2960.jpg
2903,4,2961,0,0,1,Data/abraham_images/2961.jpg
2904,3,2962,0,1,0,Data/abraham_images/2962.jpg
2905,4,2963,0,0,1,Data/abraham_images/2963.jpg
2906,4,2964,0,0,1,Data/abraham_images/2964.jpg
2907,2,2965,1,0,0,Data/abraham_images/2965.jpg
2908,1,2966,1,0,0,Data/abraham_images/2966.jpg
2909,1,2967,1,0,0,Data/abraham_images/2967.jpg
2910,4,2968,0,0,1,Data/abraham_images/2968.jpg
2911,4,2969,0,0,1,Data/abraham_images/2969.jpg
2912,4,2970,0,0,1,Data/abraham_images/2970.jpg
2913,4,2971,0,0,1,Data/abraham_images/2971.jpg
2914,3,2972,0,1,0,Data/abraham_images/2972.jpg
2915,4,2973,0,0,1,Data/abraham_images/2973.jpg
2916,3,2974,0,1,0,Data/abraham_images/2974.jpg
2917,3,2975,0,1,0,Data/abraham_images/2975.jpg
2918,4,2976,0,0,1,Data/abraham_images/2976.jpg
2919,2,2977,1,0,0,Data/abraham_images/2977.jpg
2920,4,2978,0,0,1,Data/abraham_images/2978.jpg
2921,3,2979,0,1,0,Data/abraham_images/2979.jpg
2922,1,2980,1,0,0,Data/abraham_images/2980.jpg
2923,4,2981,0,0,1,Data/abraham_images/2981.jpg
2924,4,2982,0,0,1,Data/abraham_images/2982.jpg
2925,1,2983,1,0,0,Data/abraham_images/2983.jpg
2926,4,2984,0,0,1,Data/abraham_images/2984.jpg
2927,4,2985,0,0,1,Data/abraham_images/2985.jpg
2928,4,2986,0,0,1,Data/abraham_images/2986.jpg
2929,4,2987,0,0,1,Data/abraham_images/2987.jpg
2930,4,2988,0,0,1,Data/abraham_images/2988.jpg
2931,4,2989,0,0,1,Data/abraham_images/2989.jpg
2932,4,2990,0,0,1,Data/abraham_images/2990.jpg
2933,4,2991,0,0,1,Data/abraham_images/2991.jpg
2934,3,2992,0,1,0,Data/abraham_images/2992.jpg
2935,4,2993,0,0,1,Data/abraham_images/2993.jpg
2936,1,2994,1,0,0,Data/abraham_images/2994.jpg
2937,4,2995,0,0,1,Data/abraham_images/2995.jpg
2938,4,2996,0,0,1,Data/abraham_images/2996.jpg
2939,1,2997,1,0,0,Data/abraham_images/2997.jpg
2940,4,2998,0,0,1,Data/abraham_images/2998.jpg
2941,3,2999,0,1,0,Data/abraham_images/2999.jpg
2942,4,3000,0,0,1,Data/abraham_images/3000.jpg
2943,1,3001,1,0,0,Data/abraham_images/3001.jpg
2944,4,3002,0,0,1,Data/abraham_images/3002.jpg
2945,4,3003,0,0,1,Data/abraham_images/3003.jpg
2946,4,3004,0,0,1,Data/abraham_images/3004.jpg
2947,4,3005,0,0,1,Data/abraham_images/3005.jpg
2948,1,3006,1,0,0,Data/abraham_images/3006.jpg
2949,4,3007,0,0,1,Data/abraham_images/3007.jpg
2950,4,3008,0,0,1,Data/abraham_images/3008.jpg
2951,4,3009,0,0,1,Data/abraham_images/3009.jpg
2952,4,3010,0,0,1,Data/abraham_images/3010.jpg
2953,4,3011,0,0,1,Data/abraham_images/3011.jpg
2954,4,3012,0,0,1,Data/abraham_images/3012.jpg
2955,1,3013,1,0,0,Data/abraham_images/3013.jpg
2956,1,3014,1,0,0,Data/abraham_images/3014.jpg
2957,4,3015,0,0,1,Data/abraham_images/3015.jpg
2958,2,3016,1,0,0,Data/abraham_images/3016.jpg
2959,1,3017,1,0,0,Data/abraham_images/3017.jpg
2960,4,3018,0,0,1,Data/abraham_images/3018.jpg
2961,2,3019,1,0,0,Data/abraham_images/3019.jpg
2962,4,3020,0,0,1,Data/abraham_images/3020.jpg
2963,2,3021,1,0,0,Data/abraham_images/3021.jpg
2964,3,3022,0,1,0,Data/abraham_images/3022.jpg
2965,1,3023,1,0,0,Data/abraham_images/3023.jpg
2966,4,3024,0,0,1,Data/abraham_images/3024.jpg
2967,4,3025,0,0,1,Data/abraham_images/3025.jpg
2968,4,3026,0,0,1,Data/abraham_images/3026.jpg
2969,4,3027,0,0,1,Data/abraham_images/3027.jpg
2970,1,3028,1,0,0,Data/abraham_images/3028.jpg
2971,4,3029,0,0,1,Data/abraham_images/3029.jpg
2972,4,3030,0,0,1,Data/abraham_images/3030.jpg
2973,3,3031,0,1,0,Data/abraham_images/3031.jpg
2974,4,3032,0,0,1,Data/abraham_images/3032.jpg
2975,4,3033,0,0,1,Data/abraham_images/3033.jpg
2976,3,3034,0,1,0,Data/abraham_images/3034.jpg
2977,3,3035,0,1,0,Data/abraham_images/3035.jpg
2978,4,3036,0,0,1,Data/abraham_images/3036.jpg
2979,4,3037,0,0,1,Data/abraham_images/3037.jpg
2980,3,3038,0,1,0,Data/abraham_images/3038.jpg
2981,3,3039,0,1,0,Data/abraham_images/3039.jpg
2982,4,3040,0,0,1,Data/abraham_images/3040.jpg
2983,4,3041,0,0,1,Data/abraham_images/3041.jpg
2984,4,3042,0,0,1,Data/abraham_images/3042.jpg
2985,4,3043,0,0,1,Data/abraham_images/3043.jpg
2986,4,3044,0,0,1,Data/abraham_images/3044.jpg
2987,4,3045,0,0,1,Data/abraham_images/3045.jpg
2988,4,3046,0,0,1,Data/abraham_images/3046.jpg
2989,3,3047,0,1,0,Data/abraham_images/3047.jpg
2990,4,3048,0,0,1,Data/abraham_images/3048.jpg
2991,1,3049,1,0,0,Data/abraham_images/3049.jpg
2992,4,3050,0,0,1,Data/abraham_images/3050.jpg
2993,4,3051,0,0,1,Data/abraham_images/3051.jpg
2994,2,3052,1,0,0,Data/abraham_images/3052.jpg
2995,4,3053,0,0,1,Data/abraham_images/3053.jpg
2996,4,3054,0,0,1,Data/abraham_images/3054.jpg
2997,4,3055,0,0,1,Data/abraham_images/3055.jpg
2998,4,3056,0,0,1,Data/abraham_images/3056.jpg
2999,3,3057,0,1,0,Data/abraham_images/3057.jpg
3000,4,3058,0,0,1,Data/abraham_images/3058.jpg
3001,1,3059,1,0,0,Data/abraham_images/3059.jpg
3002,4,3060,0,0,1,Data/abraham_images/3060.jpg
3003,3,3061,0,1,0,Data/abraham_images/3061.jpg
3004,3,3062,0,1,0,Data/abraham_images/3062.jpg
3005,4,3063,0,0,1,Data/abraham_images/3063.jpg
3006,4,3064,0,0,1,Data/abraham_images/3064.jpg
3007,4,3065,0,0,1,Data/abraham_images/3065.jpg
3008,4,3066,0,0,1,Data/abraham_images/3066.jpg
3009,1,3067,1,0,0,Data/abraham_images/3067.jpg
3010,1,3068,1,0,0,Data/abraham_images/3068.jpg
3011,4,3069,0,0,1,Data/abraham_images/3069.jpg
3012,3,3070,0,1,0,Data/abraham_images/3070.jpg
3013,1,3071,1,0,0,Data/abraham_images/3071.jpg
3014,4,3072,0,0,1,Data/abraham_images/3072.jpg
3015,1,3073,1,0,0,Data/abraham_images/3073.jpg
3016,1,3074,1,0,0,Data/abraham_images/3074.jpg
3017,4,3075,0,0,1,Data/abraham_images/3075.jpg
3018,4,3076,0,0,1,Data/abraham_images/3076.jpg
3019,4,3077,0,0,1,Data/abraham_images/3077.jpg
3020,4,3078,0,0,1,Data/abraham_images/3078.jpg
3021,4,3079,0,0,1,Data/abraham_images/3079.jpg
3022,2,3080,1,0,0,Data/abraham_images/3080.jpg
3023,1,3081,1,0,0,Data/abraham_images/3081.jpg
3024,3,3082,0,1,0,Data/abraham_images/3082.jpg
3025,2,3083,1,0,0,Data/abraham_images/3083.jpg
3026,4,3084,0,0,1,Data/abraham_images/3084.jpg
3027,1,3085,1,0,0,Data/abraham_images/3085.jpg
3028,4,3086,0,0,1,Data/abraham_images/3086.jpg
3029,4,3087,0,0,1,Data/abraham_images/3087.jpg
3030,2,3088,1,0,0,Data/abraham_images/3088.jpg
3031,4,3089,0,0,1,Data/abraham_images/3089.jpg
3032,1,3090,1,0,0,Data/abraham_images/3090.jpg
3033,2,3091,1,0,0,Data/abraham_images/3091.jpg
3034,2,3092,1,0,0,Data/abraham_images/3092.jpg
3035,3,3093,0,1,0,Data/abraham_images/3093.jpg
3036,4,3094,0,0,1,Data/abraham_images/3094.jpg
3037,4,3095,0,0,1,Data/abraham_images/3095.jpg
3038,4,3096,0,0,1,Data/abraham_images/3096.jpg
3039,3,3097,0,1,0,Data/abraham_images/3097.jpg
3040,4,3098,0,0,1,Data/abraham_images/3098.jpg
3041,4,3099,0,0,1,Data/abraham_images/3099.jpg
3042,1,3100,1,0,0,Data/abraham_images/3100.jpg
3043,1,3101,1,0,0,Data/abraham_images/3101.jpg
3044,2,3102,1,0,0,Data/abraham_images/3102.jpg
3045,4,3103,0,0,1,Data/abraham_images/3103.jpg
3046,4,3104,0,0,1,Data/abraham_images/3104.jpg
3047,3,3105,0,1,0,Data/abraham_images/3105.jpg
3048,2,3106,1,0,0,Data/abraham_images/3106.jpg
3049,4,3107,0,0,1,Data/abraham_images/3107.jpg
3050,2,3108,1,0,0,Data/abraham_images/3108.jpg
3051,1,3109,1,0,0,Data/abraham_images/3109.jpg
3052,4,3110,0,0,1,Data/abraham_images/3110.jpg
3053,4,3111,0,0,1,Data/abraham_images/3111.jpg
3054,4,3112,0,0,1,Data/abraham_images/3112.jpg
3055,2,3113,1,0,0,Data/abraham_images/3113.jpg
3056,4,3114,0,0,1,Data/abraham_images/3114.jpg
3057,4,3115,0,0,1,Data/abraham_images/3115.jpg
3058,1,3116,1,0,0,Data/abraham_images/3116.jpg
3059,1,3117,1,0,0,Data/abraham_images/3117.jpg
3060,4,3118,0,0,1,Data/abraham_images/3118.jpg
3061,1,3119,1,0,0,Data/abraham_images/3119.jpg
3062,4,3120,0,0,1,Data/abraham_images/3120.jpg
3063,4,3121,0,0,1,Data/abraham_images/3121.jpg
3064,4,3122,0,0,1,Data/abraham_images/3122.jpg
3065,4,3123,0,0,1,Data/abraham_images/3123.jpg
3066,1,3124,1,0,0,Data/abraham_images/3124.jpg
3067,4,3125,0,0,1,Data/abraham_images/3125.jpg
3068,4,3126,0,0,1,Data/abraham_images/3126.jpg
3069,4,3127,0,0,1,Data/abraham_images/3127.jpg
3070,3,3128,0,1,0,Data/abraham_images/3128.jpg
3071,4,3129,0,0,1,Data/abraham_images/3129.jpg
3072,4,3130,0,0,1,Data/abraham_images/3130.jpg
3073,4,3131,0,0,1,Data/abraham_images/3131.jpg
3074,1,3132,1,0,0,Data/abraham_images/3132.jpg
3075,4,3133,0,0,1,Data/abraham_images/3133.jpg
3076,2,3134,1,0,0,Data/abraham_images/3134.jpg
3077,4,3135,0,0,1,Data/abraham_images/3135.jpg
3078,1,3136,1,0,0,Data/abraham_images/3136.jpg
3079,4,3138,0,0,1,Data/abraham_images/3138.jpg
3080,4,3139,0,0,1,Data/abraham_images/3139.jpg
3081,1,3140,1,0,0,Data/abraham_images/3140.jpg
3082,3,3141,0,1,0,Data/abraham_images/3141.jpg
3083,4,3142,0,0,1,Data/abraham_images/3142.jpg
3084,1,3143,1,0,0,Data/abraham_images/3143.jpg
3085,4,3144,0,0,1,Data/abraham_images/3144.jpg
3086,4,3145,0,0,1,Data/abraham_images/3145.jpg
3087,4,3146,0,0,1,Data/abraham_images/3146.jpg
3088,4,3147,0,0,1,Data/abraham_images/3147.jpg
3089,4,3148,0,0,1,Data/abraham_images/3148.jpg
3090,4,3149,0,0,1,Data/abraham_images/3149.jpg
3091,4,3150,0,0,1,Data/abraham_images/3150.jpg
3092,4,3151,0,0,1,Data/abraham_images/3151.jpg
3093,2,3152,1,0,0,Data/abraham_images/3152.jpg
3094,3,3153,0,1,0,Data/abraham_images/3153.jpg
3095,3,3154,0,1,0,Data/abraham_images/3154.jpg
3096,2,3155,1,0,0,Data/abraham_images/3155.jpg
3097,4,3156,0,0,1,Data/abraham_images/3156.jpg
3098,4,3157,0,0,1,Data/abraham_images/3157.jpg
3099,4,3158,0,0,1,Data/abraham_images/3158.jpg
3100,4,3159,0,0,1,Data/abraham_images/3159.jpg
3101,4,3160,0,0,1,Data/abraham_images/3160.jpg
