binaryttype,name_2,path,Lenticular,Elliptical,Spiral,Other
4,27558,../Data/Efigi_images/i_mages/27558.0.jpg,0,0,1,0
2,27619,../Data/Efigi_images/i_mages/27619.0.jpg,1,0,0,0
4,27620,../Data/Efigi_images/i_mages/27620.0.jpg,0,0,1,0
4,27630,../Data/Efigi_images/i_mages/27630.0.jpg,0,0,1,0
2,27635,../Data/Efigi_images/i_mages/27635.0.jpg,1,0,0,0
4,27662,../Data/Efigi_images/i_mages/27662.0.jpg,0,0,1,0
1,27665,../Data/Efigi_images/i_mages/27665.0.jpg,1,0,0,0
4,27681,../Data/Efigi_images/i_mages/27681.0.jpg,0,0,1,0
4,27709,../Data/Efigi_images/i_mages/27709.0.jpg,0,0,1,0
1,27716,../Data/Efigi_images/i_mages/27716.0.jpg,1,0,0,0
4,27723,../Data/Efigi_images/i_mages/27723.0.jpg,0,0,1,0
1,27753,../Data/Efigi_images/i_mages/27753.0.jpg,1,0,0,0
1,27765,../Data/Efigi_images/i_mages/27765.0.jpg,1,0,0,0
4,27777,../Data/Efigi_images/i_mages/27777.0.jpg,0,0,1,0
4,27780,../Data/Efigi_images/i_mages/27780.0.jpg,0,0,1,0
4,27784,../Data/Efigi_images/i_mages/27784.0.jpg,0,0,1,0
4,27785,../Data/Efigi_images/i_mages/27785.0.jpg,0,0,1,0
4,27789,../Data/Efigi_images/i_mages/27789.0.jpg,0,0,1,0
1,27800,../Data/Efigi_images/i_mages/27800.0.jpg,1,0,0,0
4,27803,../Data/Efigi_images/i_mages/27803.0.jpg,0,0,1,0
1,27813,../Data/Efigi_images/i_mages/27813.0.jpg,1,0,0,0
4,27826,../Data/Efigi_images/i_mages/27826.0.jpg,0,0,1,0
1,27827,../Data/Efigi_images/i_mages/27827.0.jpg,1,0,0,0
1,27830,../Data/Efigi_images/i_mages/27830.0.jpg,1,0,0,0
4,27843,../Data/Efigi_images/i_mages/27843.0.jpg,0,0,1,0
4,27859,../Data/Efigi_images/i_mages/27859.0.jpg,0,0,1,0
4,27860,../Data/Efigi_images/i_mages/27860.0.jpg,0,0,1,0
4,27875,../Data/Efigi_images/i_mages/27875.0.jpg,0,0,1,0
4,27893,../Data/Efigi_images/i_mages/27893.0.jpg,0,0,1,0
4,27925,../Data/Efigi_images/i_mages/27925.0.jpg,0,0,1,0
4,27935,../Data/Efigi_images/i_mages/27935.0.jpg,0,0,1,0
4,27939,../Data/Efigi_images/i_mages/27939.0.jpg,0,0,1,0
4,27944,../Data/Efigi_images/i_mages/27944.0.jpg,0,0,1,0
4,27946,../Data/Efigi_images/i_mages/27946.0.jpg,0,0,1,0
2,27958,../Data/Efigi_images/i_mages/27958.0.jpg,1,0,0,0
4,27968,../Data/Efigi_images/i_mages/27968.0.jpg,0,0,1,0
4,27981,../Data/Efigi_images/i_mages/27981.0.jpg,0,0,1,0
4,27987,../Data/Efigi_images/i_mages/27987.0.jpg,0,0,1,0
4,27993,../Data/Efigi_images/i_mages/27993.0.jpg,0,0,1,0
4,27997,../Data/Efigi_images/i_mages/27997.0.jpg,0,0,1,0
1,27998,../Data/Efigi_images/i_mages/27998.0.jpg,1,0,0,0
1,28009,../Data/Efigi_images/i_mages/28009.0.jpg,1,0,0,0
4,28010,../Data/Efigi_images/i_mages/28010.0.jpg,0,0,1,0
4,28018,../Data/Efigi_images/i_mages/28018.0.jpg,0,0,1,0
4,28026,../Data/Efigi_images/i_mages/28026.0.jpg,0,0,1,0
4,28032,../Data/Efigi_images/i_mages/28032.0.jpg,0,0,1,0
4,28033,../Data/Efigi_images/i_mages/28033.0.jpg,0,0,1,0
4,28054,../Data/Efigi_images/i_mages/28054.0.jpg,0,0,1,0
4,28099,../Data/Efigi_images/i_mages/28099.0.jpg,0,0,1,0
4,28101,../Data/Efigi_images/i_mages/28101.0.jpg,0,0,1,0
4,28120,../Data/Efigi_images/i_mages/28120.0.jpg,0,0,1,0
4,28126,../Data/Efigi_images/i_mages/28126.0.jpg,0,0,1,0
4,28148,../Data/Efigi_images/i_mages/28148.0.jpg,0,0,1,0
4,28186,../Data/Efigi_images/i_mages/28186.0.jpg,0,0,1,0
4,28196,../Data/Efigi_images/i_mages/28196.0.jpg,0,0,1,0
4,28197,../Data/Efigi_images/i_mages/28197.0.jpg,0,0,1,0
4,28225,../Data/Efigi_images/i_mages/28225.0.jpg,0,0,1,0
4,28240,../Data/Efigi_images/i_mages/28240.0.jpg,0,0,1,0
2,28259,../Data/Efigi_images/i_mages/28259.0.jpg,1,0,0,0
4,28269,../Data/Efigi_images/i_mages/28269.0.jpg,0,0,1,0
3,28270,../Data/Efigi_images/i_mages/28270.0.jpg,0,1,0,0
4,28274,../Data/Efigi_images/i_mages/28274.0.jpg,0,0,1,0
4,28296,../Data/Efigi_images/i_mages/28296.0.jpg,0,0,1,0
4,28305,../Data/Efigi_images/i_mages/28305.0.jpg,0,0,1,0
4,28317,../Data/Efigi_images/i_mages/28317.0.jpg,0,0,1,0
4,28324,../Data/Efigi_images/i_mages/28324.0.jpg,0,0,1,0
4,28328,../Data/Efigi_images/i_mages/28328.0.jpg,0,0,1,0
4,28351,../Data/Efigi_images/i_mages/28351.0.jpg,0,0,1,0
4,28352,../Data/Efigi_images/i_mages/28352.0.jpg,0,0,1,0
4,28353,../Data/Efigi_images/i_mages/28353.0.jpg,0,0,1,0
4,28357,../Data/Efigi_images/i_mages/28357.0.jpg,0,0,1,0
4,28366,../Data/Efigi_images/i_mages/28366.0.jpg,0,0,1,0
4,28370,../Data/Efigi_images/i_mages/28370.0.jpg,0,0,1,0
4,28378,../Data/Efigi_images/i_mages/28378.0.jpg,0,0,1,0
4,28383,../Data/Efigi_images/i_mages/28383.0.jpg,0,0,1,0
4,28390,../Data/Efigi_images/i_mages/28390.0.jpg,0,0,1,0
4,28408,../Data/Efigi_images/i_mages/28408.0.jpg,0,0,1,0
3,28414,../Data/Efigi_images/i_mages/28414.0.jpg,0,1,0,0
4,28420,../Data/Efigi_images/i_mages/28420.0.jpg,0,0,1,0
1,28424,../Data/Efigi_images/i_mages/28424.0.jpg,1,0,0,0
4,28452,../Data/Efigi_images/i_mages/28452.0.jpg,0,0,1,0
4,28463,../Data/Efigi_images/i_mages/28463.0.jpg,0,0,1,0
4,28470,../Data/Efigi_images/i_mages/28470.0.jpg,0,0,1,0
4,28489,../Data/Efigi_images/i_mages/28489.0.jpg,0,0,1,0
4,28495,../Data/Efigi_images/i_mages/28495.0.jpg,0,0,1,0
4,28498,../Data/Efigi_images/i_mages/28498.0.jpg,0,0,1,0
4,28517,../Data/Efigi_images/i_mages/28517.0.jpg,0,0,1,0
4,28520,../Data/Efigi_images/i_mages/28520.0.jpg,0,0,1,0
4,28531,../Data/Efigi_images/i_mages/28531.0.jpg,0,0,1,0
4,28542,../Data/Efigi_images/i_mages/28542.0.jpg,0,0,1,0
4,28551,../Data/Efigi_images/i_mages/28551.0.jpg,0,0,1,0
4,28563,../Data/Efigi_images/i_mages/28563.0.jpg,0,0,1,0
4,28590,../Data/Efigi_images/i_mages/28590.0.jpg,0,0,1,0
4,28617,../Data/Efigi_images/i_mages/28617.0.jpg,0,0,1,0
4,28623,../Data/Efigi_images/i_mages/28623.0.jpg,0,0,1,0
4,28627,../Data/Efigi_images/i_mages/28627.0.jpg,0,0,1,0
4,28630,../Data/Efigi_images/i_mages/28630.0.jpg,0,0,1,0
4,28645,../Data/Efigi_images/i_mages/28645.0.jpg,0,0,1,0
4,28655,../Data/Efigi_images/i_mages/28655.0.jpg,0,0,1,0
4,28672,../Data/Efigi_images/i_mages/28672.0.jpg,0,0,1,0
4,28699,../Data/Efigi_images/i_mages/28699.0.jpg,0,0,1,0
4,28714,../Data/Efigi_images/i_mages/28714.0.jpg,0,0,1,0
4,28741,../Data/Efigi_images/i_mages/28741.0.jpg,0,0,1,0
4,28757,../Data/Efigi_images/i_mages/28757.0.jpg,0,0,1,0
4,28789,../Data/Efigi_images/i_mages/28789.0.jpg,0,0,1,0
3,28796,../Data/Efigi_images/i_mages/28796.0.jpg,0,1,0,0
4,28805,../Data/Efigi_images/i_mages/28805.0.jpg,0,0,1,0
4,28809,../Data/Efigi_images/i_mages/28809.0.jpg,0,0,1,0
1,28815,../Data/Efigi_images/i_mages/28815.0.jpg,1,0,0,0
4,28818,../Data/Efigi_images/i_mages/28818.0.jpg,0,0,1,0
4,28846,../Data/Efigi_images/i_mages/28846.0.jpg,0,0,1,0
4,28852,../Data/Efigi_images/i_mages/28852.0.jpg,0,0,1,0
4,28868,../Data/Efigi_images/i_mages/28868.0.jpg,0,0,1,0
4,28888,../Data/Efigi_images/i_mages/28888.0.jpg,0,0,1,0
3,28897,../Data/Efigi_images/i_mages/28897.0.jpg,0,1,0,0
2,28910,../Data/Efigi_images/i_mages/28910.0.jpg,1,0,0,0
4,28913,../Data/Efigi_images/i_mages/28913.0.jpg,0,0,1,0
4,28939,../Data/Efigi_images/i_mages/28939.0.jpg,0,0,1,0
4,28947,../Data/Efigi_images/i_mages/28947.0.jpg,0,0,1,0
4,28949,../Data/Efigi_images/i_mages/28949.0.jpg,0,0,1,0
1,28964,../Data/Efigi_images/i_mages/28964.0.jpg,1,0,0,0
1,28974,../Data/Efigi_images/i_mages/28974.0.jpg,1,0,0,0
4,28984,../Data/Efigi_images/i_mages/28984.0.jpg,0,0,1,0
3,29024,../Data/Efigi_images/i_mages/29024.0.jpg,0,1,0,0
4,29030,../Data/Efigi_images/i_mages/29030.0.jpg,0,0,1,0
4,29036,../Data/Efigi_images/i_mages/29036.0.jpg,0,0,1,0
4,29043,../Data/Efigi_images/i_mages/29043.0.jpg,0,0,1,0
4,29050,../Data/Efigi_images/i_mages/29050.0.jpg,0,0,1,0
4,29057,../Data/Efigi_images/i_mages/29057.0.jpg,0,0,1,0
1,29061,../Data/Efigi_images/i_mages/29061.0.jpg,1,0,0,0
2,29142,../Data/Efigi_images/i_mages/29142.0.jpg,1,0,0,0
1,29146,../Data/Efigi_images/i_mages/29146.0.jpg,1,0,0,0
4,29156,../Data/Efigi_images/i_mages/29156.0.jpg,0,0,1,0
4,29172,../Data/Efigi_images/i_mages/29172.0.jpg,0,0,1,0
4,29174,../Data/Efigi_images/i_mages/29174.0.jpg,0,0,1,0
4,29186,../Data/Efigi_images/i_mages/29186.0.jpg,0,0,1,0
4,29196,../Data/Efigi_images/i_mages/29196.0.jpg,0,0,1,0
4,29205,../Data/Efigi_images/i_mages/29205.0.jpg,0,0,1,0
4,29206,../Data/Efigi_images/i_mages/29206.0.jpg,0,0,1,0
4,29209,../Data/Efigi_images/i_mages/29209.0.jpg,0,0,1,0
3,29220,../Data/Efigi_images/i_mages/29220.0.jpg,0,1,0,0
4,29229,../Data/Efigi_images/i_mages/29229.0.jpg,0,0,1,0
4,29230,../Data/Efigi_images/i_mages/29230.0.jpg,0,0,1,0
4,29237,../Data/Efigi_images/i_mages/29237.0.jpg,0,0,1,0
4,29247,../Data/Efigi_images/i_mages/29247.0.jpg,0,0,1,0
3,29249,../Data/Efigi_images/i_mages/29249.0.jpg,0,1,0,0
4,29261,../Data/Efigi_images/i_mages/29261.0.jpg,0,0,1,0
4,29295,../Data/Efigi_images/i_mages/29295.0.jpg,0,0,1,0
3,29338,../Data/Efigi_images/i_mages/29338.0.jpg,0,1,0,0
3,29340,../Data/Efigi_images/i_mages/29340.0.jpg,0,1,0,0
4,29365,../Data/Efigi_images/i_mages/29365.0.jpg,0,0,1,0
4,29413,../Data/Efigi_images/i_mages/29413.0.jpg,0,0,1,0
4,29415,../Data/Efigi_images/i_mages/29415.0.jpg,0,0,1,0
4,29427,../Data/Efigi_images/i_mages/29427.0.jpg,0,0,1,0
4,29428,../Data/Efigi_images/i_mages/29428.0.jpg,0,0,1,0
4,29459,../Data/Efigi_images/i_mages/29459.0.jpg,0,0,1,0
4,29460,../Data/Efigi_images/i_mages/29460.0.jpg,0,0,1,0
4,29468,../Data/Efigi_images/i_mages/29468.0.jpg,0,0,1,0
4,29469,../Data/Efigi_images/i_mages/29469.0.jpg,0,0,1,0
4,29472,../Data/Efigi_images/i_mages/29472.0.jpg,0,0,1,0
4,29474,../Data/Efigi_images/i_mages/29474.0.jpg,0,0,1,0
1,29475,../Data/Efigi_images/i_mages/29475.0.jpg,1,0,0,0
4,29484,../Data/Efigi_images/i_mages/29484.0.jpg,0,0,1,0
4,29488,../Data/Efigi_images/i_mages/29488.0.jpg,0,0,1,0
4,29496,../Data/Efigi_images/i_mages/29496.0.jpg,0,0,1,0
4,29526,../Data/Efigi_images/i_mages/29526.0.jpg,0,0,1,0
4,29539,../Data/Efigi_images/i_mages/29539.0.jpg,0,0,1,0
4,29549,../Data/Efigi_images/i_mages/29549.0.jpg,0,0,1,0
4,29550,../Data/Efigi_images/i_mages/29550.0.jpg,0,0,1,0
4,29567,../Data/Efigi_images/i_mages/29567.0.jpg,0,0,1,0
4,29595,../Data/Efigi_images/i_mages/29595.0.jpg,0,0,1,0
4,29603,../Data/Efigi_images/i_mages/29603.0.jpg,0,0,1,0
4,29614,../Data/Efigi_images/i_mages/29614.0.jpg,0,0,1,0
4,29664,../Data/Efigi_images/i_mages/29664.0.jpg,0,0,1,0
4,29671,../Data/Efigi_images/i_mages/29671.0.jpg,0,0,1,0
4,29683,../Data/Efigi_images/i_mages/29683.0.jpg,0,0,1,0
4,29696,../Data/Efigi_images/i_mages/29696.0.jpg,0,0,1,0
4,29706,../Data/Efigi_images/i_mages/29706.0.jpg,0,0,1,0
4,29711,../Data/Efigi_images/i_mages/29711.0.jpg,0,0,1,0
1,29730,../Data/Efigi_images/i_mages/29730.0.jpg,1,0,0,0
1,29745,../Data/Efigi_images/i_mages/29745.0.jpg,1,0,0,0
4,29746,../Data/Efigi_images/i_mages/29746.0.jpg,0,0,1,0
4,29747,../Data/Efigi_images/i_mages/29747.0.jpg,0,0,1,0
4,29798,../Data/Efigi_images/i_mages/29798.0.jpg,0,0,1,0
2,29805,../Data/Efigi_images/i_mages/29805.0.jpg,1,0,0,0
3,29807,../Data/Efigi_images/i_mages/29807.0.jpg,0,1,0,0
2,29814,../Data/Efigi_images/i_mages/29814.0.jpg,1,0,0,0
3,29822,../Data/Efigi_images/i_mages/29822.0.jpg,0,1,0,0
4,29824,../Data/Efigi_images/i_mages/29824.0.jpg,0,0,1,0
4,29835,../Data/Efigi_images/i_mages/29835.0.jpg,0,0,1,0
4,29851,../Data/Efigi_images/i_mages/29851.0.jpg,0,0,1,0
4,29855,../Data/Efigi_images/i_mages/29855.0.jpg,0,0,1,0
4,29889,../Data/Efigi_images/i_mages/29889.0.jpg,0,0,1,0
4,29919,../Data/Efigi_images/i_mages/29919.0.jpg,0,0,1,0
4,29943,../Data/Efigi_images/i_mages/29943.0.jpg,0,0,1,0
4,29953,../Data/Efigi_images/i_mages/29953.0.jpg,0,0,1,0
4,29956,../Data/Efigi_images/i_mages/29956.0.jpg,0,0,1,0
4,29969,../Data/Efigi_images/i_mages/29969.0.jpg,0,0,1,0
4,29983,../Data/Efigi_images/i_mages/29983.0.jpg,0,0,1,0
4,29995,../Data/Efigi_images/i_mages/29995.0.jpg,0,0,1,0
4,29997,../Data/Efigi_images/i_mages/29997.0.jpg,0,0,1,0
3,30001,../Data/Efigi_images/i_mages/30001.0.jpg,0,1,0,0
4,30018,../Data/Efigi_images/i_mages/30018.0.jpg,0,0,1,0
1,30027,../Data/Efigi_images/i_mages/30027.0.jpg,1,0,0,0
4,30036,../Data/Efigi_images/i_mages/30036.0.jpg,0,0,1,0
4,30042,../Data/Efigi_images/i_mages/30042.0.jpg,0,0,1,0
4,30044,../Data/Efigi_images/i_mages/30044.0.jpg,0,0,1,0
1,30078,../Data/Efigi_images/i_mages/30078.0.jpg,1,0,0,0
4,30084,../Data/Efigi_images/i_mages/30084.0.jpg,0,0,1,0
4,30087,../Data/Efigi_images/i_mages/30087.0.jpg,0,0,1,0
4,30094,../Data/Efigi_images/i_mages/30094.0.jpg,0,0,1,0
4,30136,../Data/Efigi_images/i_mages/30136.0.jpg,0,0,1,0
1,30151,../Data/Efigi_images/i_mages/30151.0.jpg,1,0,0,0
4,30153,../Data/Efigi_images/i_mages/30153.0.jpg,0,0,1,0
1,30176,../Data/Efigi_images/i_mages/30176.0.jpg,1,0,0,0
4,30178,../Data/Efigi_images/i_mages/30178.0.jpg,0,0,1,0
4,30183,../Data/Efigi_images/i_mages/30183.0.jpg,0,0,1,0
4,30187,../Data/Efigi_images/i_mages/30187.0.jpg,0,0,1,0
4,30197,../Data/Efigi_images/i_mages/30197.0.jpg,0,0,1,0
4,30217,../Data/Efigi_images/i_mages/30217.0.jpg,0,0,1,0
4,30236,../Data/Efigi_images/i_mages/30236.0.jpg,0,0,1,0
1,30240,../Data/Efigi_images/i_mages/30240.0.jpg,1,0,0,0
4,30310,../Data/Efigi_images/i_mages/30310.0.jpg,0,0,1,0
4,30322,../Data/Efigi_images/i_mages/30322.0.jpg,0,0,1,0
4,30334,../Data/Efigi_images/i_mages/30334.0.jpg,0,0,1,0
4,30364,../Data/Efigi_images/i_mages/30364.0.jpg,0,0,1,0
2,30371,../Data/Efigi_images/i_mages/30371.0.jpg,1,0,0,0
4,30372,../Data/Efigi_images/i_mages/30372.0.jpg,0,0,1,0
4,30386,../Data/Efigi_images/i_mages/30386.0.jpg,0,0,1,0
4,30413,../Data/Efigi_images/i_mages/30413.0.jpg,0,0,1,0
1,30419,../Data/Efigi_images/i_mages/30419.0.jpg,1,0,0,0
4,30430,../Data/Efigi_images/i_mages/30430.0.jpg,0,0,1,0
4,30449,../Data/Efigi_images/i_mages/30449.0.jpg,0,0,1,0
4,30459,../Data/Efigi_images/i_mages/30459.0.jpg,0,0,1,0
4,30462,../Data/Efigi_images/i_mages/30462.0.jpg,0,0,1,0
1,30463,../Data/Efigi_images/i_mages/30463.0.jpg,1,0,0,0
4,30468,../Data/Efigi_images/i_mages/30468.0.jpg,0,0,1,0
4,30513,../Data/Efigi_images/i_mages/30513.0.jpg,0,0,1,0
4,30569,../Data/Efigi_images/i_mages/30569.0.jpg,0,0,1,0
4,30579,../Data/Efigi_images/i_mages/30579.0.jpg,0,0,1,0
2,30610,../Data/Efigi_images/i_mages/30610.0.jpg,1,0,0,0
4,30680,../Data/Efigi_images/i_mages/30680.0.jpg,0,0,1,0
4,30684,../Data/Efigi_images/i_mages/30684.0.jpg,0,0,1,0
3,30686,../Data/Efigi_images/i_mages/30686.0.jpg,0,1,0,0
4,30694,../Data/Efigi_images/i_mages/30694.0.jpg,0,0,1,0
4,30795,../Data/Efigi_images/i_mages/30795.0.jpg,0,0,1,0
4,30829,../Data/Efigi_images/i_mages/30829.0.jpg,0,0,1,0
4,30832,../Data/Efigi_images/i_mages/30832.0.jpg,0,0,1,0
4,30839,../Data/Efigi_images/i_mages/30839.0.jpg,0,0,1,0
4,30871,../Data/Efigi_images/i_mages/30871.0.jpg,0,0,1,0
4,30885,../Data/Efigi_images/i_mages/30885.0.jpg,0,0,1,0
4,30971,../Data/Efigi_images/i_mages/30971.0.jpg,0,0,1,0
4,31003,../Data/Efigi_images/i_mages/31003.0.jpg,0,0,1,0
4,31032,../Data/Efigi_images/i_mages/31032.0.jpg,0,0,1,0
4,31037,../Data/Efigi_images/i_mages/31037.0.jpg,0,0,1,0
4,31040,../Data/Efigi_images/i_mages/31040.0.jpg,0,0,1,0
4,31063,../Data/Efigi_images/i_mages/31063.0.jpg,0,0,1,0
4,31067,../Data/Efigi_images/i_mages/31067.0.jpg,0,0,1,0
4,31083,../Data/Efigi_images/i_mages/31083.0.jpg,0,0,1,0
4,31125,../Data/Efigi_images/i_mages/31125.0.jpg,0,0,1,0
4,31130,../Data/Efigi_images/i_mages/31130.0.jpg,0,0,1,0
2,31141,../Data/Efigi_images/i_mages/31141.0.jpg,1,0,0,0
4,31145,../Data/Efigi_images/i_mages/31145.0.jpg,0,0,1,0
4,31192,../Data/Efigi_images/i_mages/31192.0.jpg,0,0,1,0
1,31198,../Data/Efigi_images/i_mages/31198.0.jpg,1,0,0,0
4,31235,../Data/Efigi_images/i_mages/31235.0.jpg,0,0,1,0
4,31236,../Data/Efigi_images/i_mages/31236.0.jpg,0,0,1,0
1,31269,../Data/Efigi_images/i_mages/31269.0.jpg,1,0,0,0
4,31275,../Data/Efigi_images/i_mages/31275.0.jpg,0,0,1,0
4,31307,../Data/Efigi_images/i_mages/31307.0.jpg,0,0,1,0
4,31336,../Data/Efigi_images/i_mages/31336.0.jpg,0,0,1,0
4,31427,../Data/Efigi_images/i_mages/31427.0.jpg,0,0,1,0
4,31428,../Data/Efigi_images/i_mages/31428.0.jpg,0,0,1,0
4,31442,../Data/Efigi_images/i_mages/31442.0.jpg,0,0,1,0
4,31446,../Data/Efigi_images/i_mages/31446.0.jpg,0,0,1,0
3,31457,../Data/Efigi_images/i_mages/31457.0.jpg,0,1,0,0
1,31472,../Data/Efigi_images/i_mages/31472.0.jpg,1,0,0,0
4,31477,../Data/Efigi_images/i_mages/31477.0.jpg,0,0,1,0
4,31528,../Data/Efigi_images/i_mages/31528.0.jpg,0,0,1,0
1,31539,../Data/Efigi_images/i_mages/31539.0.jpg,1,0,0,0
4,31545,../Data/Efigi_images/i_mages/31545.0.jpg,0,0,1,0
4,31567,../Data/Efigi_images/i_mages/31567.0.jpg,0,0,1,0
4,31572,../Data/Efigi_images/i_mages/31572.0.jpg,0,0,1,0
4,31594,../Data/Efigi_images/i_mages/31594.0.jpg,0,0,1,0
4,31604,../Data/Efigi_images/i_mages/31604.0.jpg,0,0,1,0
4,31650,../Data/Efigi_images/i_mages/31650.0.jpg,0,0,1,0
4,31651,../Data/Efigi_images/i_mages/31651.0.jpg,0,0,1,0
4,31671,../Data/Efigi_images/i_mages/31671.0.jpg,0,0,1,0
4,31673,../Data/Efigi_images/i_mages/31673.0.jpg,0,0,1,0
3,31689,../Data/Efigi_images/i_mages/31689.0.jpg,0,1,0,0
4,31693,../Data/Efigi_images/i_mages/31693.0.jpg,0,0,1,0
4,31701,../Data/Efigi_images/i_mages/31701.0.jpg,0,0,1,0
4,31708,../Data/Efigi_images/i_mages/31708.0.jpg,0,0,1,0
4,31758,../Data/Efigi_images/i_mages/31758.0.jpg,0,0,1,0
3,31768,../Data/Efigi_images/i_mages/31768.0.jpg,0,1,0,0
4,31771,../Data/Efigi_images/i_mages/31771.0.jpg,0,0,1,0
4,31782,../Data/Efigi_images/i_mages/31782.0.jpg,0,0,1,0
4,31817,../Data/Efigi_images/i_mages/31817.0.jpg,0,0,1,0
4,31834,../Data/Efigi_images/i_mages/31834.0.jpg,0,0,1,0
3,31845,../Data/Efigi_images/i_mages/31845.0.jpg,0,1,0,0
4,31863,../Data/Efigi_images/i_mages/31863.0.jpg,0,0,1,0
4,31865,../Data/Efigi_images/i_mages/31865.0.jpg,0,0,1,0
4,31883,../Data/Efigi_images/i_mages/31883.0.jpg,0,0,1,0
4,31892,../Data/Efigi_images/i_mages/31892.0.jpg,0,0,1,0
4,31923,../Data/Efigi_images/i_mages/31923.0.jpg,0,0,1,0
4,31965,../Data/Efigi_images/i_mages/31965.0.jpg,0,0,1,0
4,31982,../Data/Efigi_images/i_mages/31982.0.jpg,0,0,1,0
4,32021,../Data/Efigi_images/i_mages/32021.0.jpg,0,0,1,0
3,32032,../Data/Efigi_images/i_mages/32032.0.jpg,0,1,0,0
4,32041,../Data/Efigi_images/i_mages/32041.0.jpg,0,0,1,0
4,32048,../Data/Efigi_images/i_mages/32048.0.jpg,0,0,1,0
4,32069,../Data/Efigi_images/i_mages/32069.0.jpg,0,0,1,0
4,32078,../Data/Efigi_images/i_mages/32078.0.jpg,0,0,1,0
2,32084,../Data/Efigi_images/i_mages/32084.0.jpg,1,0,0,0
4,32086,../Data/Efigi_images/i_mages/32086.0.jpg,0,0,1,0
4,32087,../Data/Efigi_images/i_mages/32087.0.jpg,0,0,1,0
4,32088,../Data/Efigi_images/i_mages/32088.0.jpg,0,0,1,0
4,32103,../Data/Efigi_images/i_mages/32103.0.jpg,0,0,1,0
4,32119,../Data/Efigi_images/i_mages/32119.0.jpg,0,0,1,0
4,32123,../Data/Efigi_images/i_mages/32123.0.jpg,0,0,1,0
2,32134,../Data/Efigi_images/i_mages/32134.0.jpg,1,0,0,0
4,32149,../Data/Efigi_images/i_mages/32149.0.jpg,0,0,1,0
4,32153,../Data/Efigi_images/i_mages/32153.0.jpg,0,0,1,0
4,32178,../Data/Efigi_images/i_mages/32178.0.jpg,0,0,1,0
4,32182,../Data/Efigi_images/i_mages/32182.0.jpg,0,0,1,0
4,32183,../Data/Efigi_images/i_mages/32183.0.jpg,0,0,1,0
4,32204,../Data/Efigi_images/i_mages/32204.0.jpg,0,0,1,0
4,32208,../Data/Efigi_images/i_mages/32208.0.jpg,0,0,1,0
4,32221,../Data/Efigi_images/i_mages/32221.0.jpg,0,0,1,0
4,32226,../Data/Efigi_images/i_mages/32226.0.jpg,0,0,1,0
4,32234,../Data/Efigi_images/i_mages/32234.0.jpg,0,0,1,0
3,32244,../Data/Efigi_images/i_mages/32244.0.jpg,0,1,0,0
4,32245,../Data/Efigi_images/i_mages/32245.0.jpg,0,0,1,0
4,32248,../Data/Efigi_images/i_mages/32248.0.jpg,0,0,1,0
1,32249,../Data/Efigi_images/i_mages/32249.0.jpg,1,0,0,0
4,32251,../Data/Efigi_images/i_mages/32251.0.jpg,0,0,1,0
4,32259,../Data/Efigi_images/i_mages/32259.0.jpg,0,0,1,0
4,32266,../Data/Efigi_images/i_mages/32266.0.jpg,0,0,1,0
1,32285,../Data/Efigi_images/i_mages/32285.0.jpg,1,0,0,0
4,32306,../Data/Efigi_images/i_mages/32306.0.jpg,0,0,1,0
4,32307,../Data/Efigi_images/i_mages/32307.0.jpg,0,0,1,0
4,32321,../Data/Efigi_images/i_mages/32321.0.jpg,0,0,1,0
4,32337,../Data/Efigi_images/i_mages/32337.0.jpg,0,0,1,0
4,32342,../Data/Efigi_images/i_mages/32342.0.jpg,0,0,1,0
4,32343,../Data/Efigi_images/i_mages/32343.0.jpg,0,0,1,0
4,32364,../Data/Efigi_images/i_mages/32364.0.jpg,0,0,1,0
3,32383,../Data/Efigi_images/i_mages/32383.0.jpg,0,1,0,0
4,32384,../Data/Efigi_images/i_mages/32384.0.jpg,0,0,1,0
4,32385,../Data/Efigi_images/i_mages/32385.0.jpg,0,0,1,0
4,32390,../Data/Efigi_images/i_mages/32390.0.jpg,0,0,1,0
4,32396,../Data/Efigi_images/i_mages/32396.0.jpg,0,0,1,0
4,32405,../Data/Efigi_images/i_mages/32405.0.jpg,0,0,1,0
3,32423,../Data/Efigi_images/i_mages/32423.0.jpg,0,1,0,0
4,32424,../Data/Efigi_images/i_mages/32424.0.jpg,0,0,1,0
4,32434,../Data/Efigi_images/i_mages/32434.0.jpg,0,0,1,0
4,32437,../Data/Efigi_images/i_mages/32437.0.jpg,0,0,1,0
4,32449,../Data/Efigi_images/i_mages/32449.0.jpg,0,0,1,0
4,32452,../Data/Efigi_images/i_mages/32452.0.jpg,0,0,1,0
4,32471,../Data/Efigi_images/i_mages/32471.0.jpg,0,0,1,0
4,32484,../Data/Efigi_images/i_mages/32484.0.jpg,0,0,1,0
4,32495,../Data/Efigi_images/i_mages/32495.0.jpg,0,0,1,0
1,32508,../Data/Efigi_images/i_mages/32508.0.jpg,1,0,0,0
4,32519,../Data/Efigi_images/i_mages/32519.0.jpg,0,0,1,0
4,32529,../Data/Efigi_images/i_mages/32529.0.jpg,0,0,1,0
2,32535,../Data/Efigi_images/i_mages/32535.0.jpg,1,0,0,0
4,32540,../Data/Efigi_images/i_mages/32540.0.jpg,0,0,1,0
4,32543,../Data/Efigi_images/i_mages/32543.0.jpg,0,0,1,0
